"","X","customer_no","Contribution_cont_amt","Contribution_campaign_name","Contribution_cont_dt","Constituency_1","Constituency_2","Constituency_3","Constituency_4","Constituency_5","Constituency_6","Address_postal_code","cont_yr","cont_month","clean_zips","lat","long"
"21520",21520,3247204,250,"CLd06 Annual Fund","5/17/2010 0:00","clS","clS",NA,"ptT",NA,NA,"43215-5845",2014,11,15236,40.342869,-79.97929
"21521",21521,332935,25,"CLd16 Annual Fund","7/3/2007 0:00",NA,"btS",NA,NA,NA,NA,"15106-1011",2016,1,15206,40.468968,-79.91863
"21522",21522,250895,50,"CLd05 Annual Fund","9/27/2016 0:00",NA,NA,NA,NA,NA,NA,"15229-1977",2008,8,15216,40.400319,-80.03566
"21523",21523,109385,25,"CLd11 Annual Fund","5/31/2011 0:00",NA,NA,NA,NA,NA,NA,"16059-2409",2016,8,15601,40.298765,-79.54126
"21524",21524,642338,250,"CLd03 Academy Fund","8/26/2015 0:00","bwS",NA,NA,NA,NA,NA,"15237-6355",2015,11,15012,40.140248,-79.84251
"21525",21525,634524,100,"CLd16 Annual Fund","3/8/2016 0:00",NA,"ptT",NA,NA,NA,NA,"15202-2208",2012,11,15213,40.443269,-79.95487
"21526",21526,109385,50,"CLd10 Annual Fund","5/22/2006 0:00",NA,"clS",NA,NA,NA,NA,"15217-2551",2014,8,15237,40.552768,-80.03227
"21527",21527,144257,100,"CLd06 Wine Tasting & Auction","8/15/2012 0:00",NA,NA,NA,NA,NA,NA,"15205-3428",2008,10,15221,40.438035,-79.87191
"21528",21528,3307770,50,"CLd14 Taste for Talent","3/15/2016 0:00",NA,NA,NA,NA,NA,NA,"15044-9481",2011,4,15222,40.447036,-79.99313
"21529",21529,457540,10,"CLd10 Annual Fund - Turnback","9/30/2014 0:00",NA,NA,NA,NA,NA,NA,"16066-6726",2008,9,15237,40.552768,-80.03227
"21530",21530,432301,8,"CLd04 Annual Fund","8/19/2011 0:00","btS",NA,NA,NA,NA,NA,"15106-2053",2013,9,17111,40.264389,-76.80298
"21531",21531,143523,35,"CLd14 Annual Fund","5/13/2016 0:00","clS","poS",NA,NA,NA,NA,"43952-7988",2006,4,15243,40.372669,-80.0712
"21532",21532,139834,25,"CLd10 Annual Fund","10/23/1997 0:00",NA,NA,NA,NA,NA,NA,"15417-9235",2015,8,15236,40.342869,-79.97929
"21533",21533,3789117,100,"CLd15 Annual Fund","9/8/2015 0:00","bwS",NA,NA,NA,NA,NA,"16066-7928",2015,8,15238,40.518701,-79.86744
"21534",21534,427287,75,"CLd12 Annual Fund","4/26/2016 0:00",NA,"clS",NA,NA,NA,NA,"15759-4516",2014,9,15143,40.561091,-80.15554
"21535",21535,4005792,25,"CLd05 Annual Fund","6/30/2003 0:00",NA,NA,NA,NA,NA,NA,"16601-3036",2014,2,15243,40.372669,-80.0712
"21536",21536,620166,50,"CLd12 Annual Fund","4/26/2016 0:00",NA,NA,NA,NA,NA,NA,"26003-5581",2016,6,15102,40.324535,-80.03864
"21537",21537,14977,25,"CLd04 Academy Fund","3/11/2014 0:00",NA,NA,NA,NA,NA,NA,"15221-3225",2012,11,15222,40.447036,-79.99313
"21538",21538,3870247,50,"CLd17 Annual Fund","8/30/2012 0:00",NA,NA,NA,NA,NA,NA,"15237-1454",2010,7,15227,40.377869,-79.97516
"21539",21539,3027481,250,"CLd16 Annual Fund","3/27/2013 0:00",NA,NA,NA,NA,NA,NA,"16602-2902",1997,3,15905,40.302374,-78.93802
"21540",21540,4008501,100,"CLd14 Annual Fund","2/19/2003 0:00",NA,NA,NA,NA,NA,NA,"15227-1124",2016,9,15215,40.497701,-79.9157
"21541",21541,330429,25,"CLd15 Wine Tasting & Auction","2/18/2016 0:00","clS",NA,NA,NA,NA,NA,"16066-4836",2015,6,15642,40.325902,-79.71324
"21542",21542,8984,100,"CLd16 Annual Fund","6/8/2016 0:00","clS",NA,NA,NA,NA,NA,"15228-1711",2013,5,15235,40.459518,-79.83277
"21543",21543,49564,60,"CLd16 Wine Tasting & Auction","3/15/2016 0:00",NA,NA,NA,NA,NA,NA,"15650-2405",2014,6,15236,40.342869,-79.97929
"21544",21544,334491,100,"CLd08 Annual Fund","12/3/2016 0:00","bwS",NA,NA,NA,NA,NA,"15215-1516",2013,7,15905,40.302374,-78.93802
"21545",21545,3556319,50,"CLd16 Annual Fund","8/22/2016 0:00",NA,NA,NA,NA,NA,NA,"16063-2703",2001,12,15215,40.497701,-79.9157
"21546",21546,3803312,39.5,"CLd07 Annual Fund","6/22/2015 0:00",NA,NA,NA,NA,NA,NA,"15221-4418",2016,6,15044,40.631011,-79.95766
"21547",21547,3713571,10,"CLd14 Annual Fund","7/5/2007 0:00",NA,NA,NA,NA,NA,NA,"15601-6469",2011,12,15085,40.386968,-79.74467
"21548",21548,3517133,25,"CLd16 Taste for Talent","11/28/2012 0:00",NA,"btS",NA,NA,NA,NA,"15601-6754",2014,8,15143,40.561091,-80.15554
"21549",21549,301834,25,"CLd13 Taste for Talent","9/28/2005 0:00","clS",NA,NA,NA,"ptS",NA,"15216-2161",2008,8,15209,40.492618,-79.97458
"21550",21550,290832,25,"CLd13 Annual Fund","5/17/2016 0:00","poS",NA,NA,NA,NA,NA,"15220-4903",2014,9,15237,40.552768,-80.03227
"21551",21551,3793766,50,"CLd12 Annual Fund","9/30/2013 0:00",NA,NA,NA,NA,NA,NA,"15905-2312",2009,8,15238,40.518701,-79.86744
"21552",21552,581573,200,"CLd14 Annual Fund","12/22/2015 0:00",NA,NA,NA,NA,NA,NA,"15243-1105",2007,10,15212,40.460669,-80.01144
"21553",21553,59908,250,"CLd15 Annual Fund","11/8/2010 0:00",NA,NA,"poS",NA,NA,NA,"15366-0146",2003,8,16046,40.695658,-80.03359
"21554",21554,3668939,25,"CLd14 Annual Fund","7/19/2016 0:00",NA,"btS",NA,NA,NA,NA,"15222",2012,9,15370,39.892235,-80.17983
"21555",21555,149141,1000,"CLd15 Wine Tasting & Auction","9/17/2013 0:00",NA,"ptT",NA,NA,NA,NA,"15009-2122",2012,10,15228,40.372802,-80.0448
"21556",21556,3195080,79,"CLd14 Wine Tasting & Auction","2/18/2015 0:00","ptT",NA,NA,NA,NA,NA,"22844-2236",2008,5,15025,40.292974,-79.90179
"21557",21557,4072005,24.99,"CLd15 Annual Fund","4/4/2014 0:00",NA,NA,NA,NA,NA,NA,"15228-2352",2010,2,15301,40.170663,-80.25185
"21558",21558,3206442,25,"CLd14 Annual Fund","5/20/2016 0:00","bwS",NA,NA,NA,NA,NA,"16201-1948",2015,10,15044,40.631011,-79.95766
"21559",21559,3945593,50,"CLd16 Annual Fund","7/20/2015 0:00",NA,"poS",NA,NA,NA,NA,"15211-1925",2002,3,15222,40.447036,-79.99313
"21560",21560,3502905,25,"CLd04 Annual Fund","11/30/2016 0:00",NA,NA,NA,NA,NA,NA,"15241-3326",2011,12,15102,40.324535,-80.03864
"21561",21561,3688565,20,"CLd17 Annual Fund","10/18/2011 0:00","clS",NA,NA,NA,NA,NA,"15301-5823",2002,11,15101,40.570915,-79.96033
"21562",21562,3629954,170,"CLd14 Annual Fund","7/18/2013 0:00","clS",NA,NA,NA,NA,NA,"15235-4546",2008,10,15106,40.404119,-80.09014
"21563",21563,645925,25,"CLd13 Annual Fund","1/30/2014 0:00","bwS",NA,NA,NA,NA,NA,"15001-1111",2014,8,15071,40.420319,-80.18692
"21564",21564,318859,25,"CLd15 Annual Fund","4/17/2012 0:00",NA,NA,NA,NA,NA,NA,"15213-2640",2012,3,15221,40.438035,-79.87191
"21565",21565,3432080,250,"CLd16 Annual Fund","7/2/2015 0:00",NA,NA,"poS",NA,NA,NA,"15044-7809",2013,4,15482,40.062849,-79.76338
"21566",21566,3020652,30,"CLd16 Annual Fund","3/12/2013 0:00",NA,NA,NA,NA,NA,NA,"94306-3501",2016,11,15237,40.552768,-80.03227
"21567",21567,3286001,25,"CLd03 Annual Fund","4/23/2014 0:00",NA,NA,NA,NA,NA,NA,"15229-1754",2013,6,15237,40.552768,-80.03227
"21568",21568,3236353,100,"CLd11 Annual Fund","3/21/2016 0:00","ptT",NA,NA,NA,NA,NA,"15146-1746",2016,7,15084,40.61357,-79.78095
"21569",21569,343684,10,"CLd17 Annual Fund","8/13/2013 0:00",NA,NA,NA,NA,NA,NA,"15212-1127",2016,4,15068,40.571108,-79.74226
"21570",21570,3863975,105,"CLd99 Annual Fund","8/25/2014 0:00","clS",NA,NA,NA,NA,NA,"15101-1097",2015,9,15063,40.196694,-79.92642
"21571",21571,294942,50,"CLd17 Annual Fund","2/13/2013 0:00","bwS",NA,NA,NA,NA,NA,"15237-2338",2014,8,15668,40.451664,-79.67948
"21572",21572,3895715,25,"CLd14 Annual Fund","6/22/2016 0:00",NA,NA,NA,NA,NA,NA,"15522-1863",2016,6,15238,40.518701,-79.86744
"21573",21573,3117971,50,"CLd17 Annual Fund","2/10/2016 0:00",NA,"btS",NA,NA,NA,NA,"15217-3115",2006,9,15146,40.431034,-79.76526
"21574",21574,3874510,250,"CLd16 Annual Fund","6/19/2012 0:00","bwS","clS",NA,NA,NA,NA,"15201-2808",2016,12,15201,40.471468,-79.95726
"21575",21575,161646,25,"CLd08 Annual Fund","11/8/2010 0:00","ptT",NA,NA,NA,NA,NA,"15243-1629",2013,12,15090,40.617016,-80.05916
"21576",21576,68939,53.5,"CLd13 Annual Fund","12/5/2012 0:00","clS",NA,NA,NA,NA,NA,"15642-3849",2008,12,16602,40.50217,-78.39121
"21577",21577,3581268,25,"CLd11 Annual Fund","7/13/2005 0:00",NA,NA,NA,"poS",NA,NA,"15668-9719",2008,10,15237,40.552768,-80.03227
"21578",21578,3615064,25,"CLd15 Annual Fund","12/3/2014 0:00","bwS",NA,NA,NA,NA,NA,"15143-9461",2015,11,15642,40.325902,-79.71324
"21579",21579,3473417,50,"CLd17 Annual Fund","9/10/2005 0:00","clS",NA,NA,NA,NA,NA,"15001-5421",2002,4,15213,40.443269,-79.95487
"21580",21580,124669,25,"CLd15 Annual Fund","4/14/2014 0:00",NA,NA,NA,NA,NA,NA,"18355-7801",2016,4,15215,40.497701,-79.9157
"21581",21581,3129780,75,"CLd16 Annual Fund","8/31/2015 0:00","btS","clS",NA,NA,NA,NA,"15229-1206",2012,7,15668,40.451664,-79.67948
"21582",21582,314256,250,"CLd16 Annual Fund","8/6/2014 0:00",NA,NA,NA,NA,NA,NA,"77001",2006,6,15007,40.652311,-79.93303
"21583",21583,3685548,50,"CLd98 Annual Fund","1/13/2014 0:00","x$x",NA,NA,NA,NA,NA,"15301-8735",2015,11,15143,40.561091,-80.15554
"21584",21584,332397,25,"CLd03 Annual Fund","3/6/2014 0:00",NA,NA,NA,NA,NA,NA,"15102-1061",2012,2,15237,40.552768,-80.03227
"21585",21585,3994046,125,"CLd15 Annual Fund","5/20/2013 0:00","bwS",NA,NA,NA,NA,NA,"15101-4115",2014,11,15626,40.409992,-79.57266
"21586",21586,3396017,25,"CLd16 Annual Fund","8/18/2009 0:00",NA,NA,NA,NA,NA,NA,"15044-9691",2013,12,15228,40.372802,-80.0448
"21587",21587,3151721,50,"CLd16 Wine Tasting & Auction","8/9/2012 0:00",NA,"opT",NA,NA,NA,NA,"15236-2055",2007,9,34109,26.240637,-81.76663
"21588",21588,3852341,100,"CLd13 Wine Tasting & Auction","11/29/2011 0:00","bwS",NA,NA,NA,NA,NA,"15220-2508",2012,6,15229,40.518368,-80.03364
"21589",21589,179044,100,"CLd15 Annual Fund","6/20/2013 0:00","bwS","clS",NA,NA,NA,NA,"15236-2025",2016,3,15101,40.570915,-79.96033
"21590",21590,3201262,180,"CLd07 Annual Fund","8/30/2012 0:00","bwS","opT","ptT",NA,NA,NA,"15145",2012,7,15237,40.552768,-80.03227
"21591",21591,3112106,150,"CLd13 Annual Fund","10/30/2012 0:00",NA,NA,NA,NA,NA,NA,"15021-2728",2002,5,15201,40.471468,-79.95726
"21592",21592,3602816,2.5,"CLd11 Annual Fund","12/30/2016 0:00",NA,NA,NA,NA,NA,NA,"15601-5806",2016,9,16101,40.992023,-80.32747
"21593",21593,154466,1400,"CLd15 Annual Fund","10/25/2002 0:00","ptS","clS",NA,NA,NA,NA,"15642-1694",2015,8,15229,40.518368,-80.03364
"21594",21594,332014,50,"CLd07 Annual Fund","11/14/2016 0:00",NA,NA,NA,NA,NA,NA,"15143-1023",2014,10,15906,40.348973,-78.94132
"21595",21595,390332,50,"CLd15 Annual Fund","8/14/2014 0:00","clS",NA,NA,NA,NA,NA,"15213-3829",2015,11,15090,40.617016,-80.05916
"21596",21596,3431110,100,"CLd14 Annual Fund","6/20/2013 0:00","ptT",NA,NA,NA,NA,NA,"15139-0191",2014,7,15001,40.603966,-80.28776
"21597",21597,3490330,25,"CLd07 Wine Tasting & Auction","8/25/2011 0:00",NA,NA,NA,NA,NA,NA,"85715",2014,6,15217,40.430919,-79.92569
"21598",21598,239311,20,"CLd16 Annual Fund","7/8/2011 0:00","btS",NA,NA,NA,NA,NA,"15143-9414",2016,3,15025,40.292974,-79.90179
"21599",21599,3002109,100,"CLd14 Annual Fund","3/28/2012 0:00",NA,"poS",NA,NA,NA,NA,"15215-1516",2015,6,15122,40.366177,-79.89418
"21600",21600,624611,50,"CLd15 Wine Tasting & Auction","7/29/2011 0:00","bwS","btS",NA,NA,NA,NA,"15012-3881",2015,4,15215,40.497701,-79.9157
"21601",21601,3352627,50,"CLd12 Taste for Talent","4/2/2008 0:00","bwS",NA,NA,NA,NA,NA,"15235-4923",2014,12,15146,40.431034,-79.76526
"21602",21602,3263686,25,"CLd15 Annual Fund","12/14/2007 0:00","bwS","ptT",NA,NA,NA,NA,"15227-3810",2012,3,15101,40.570915,-79.96033
"21603",21603,24797,250,"CLd09 Annual Fund","12/31/2016 0:00",NA,NA,NA,NA,NA,NA,"15068-4634",2016,5,15142,40.379549,-80.12451
"21604",21604,3328109,55,"CLd09 Wine Tasting","8/14/2014 0:00",NA,NA,NA,NA,NA,NA,"15218-1133",2000,8,15222,40.447036,-79.99313
"21605",21605,292272,125,"CLd10 Wine Tasting & Auction","7/31/2012 0:00","clS",NA,NA,NA,NA,NA,"32837-6745",2012,3,15237,40.552768,-80.03227
"21606",21606,3452694,25,"CLd15 Annual Fund","9/30/2013 0:00","clS",NA,NA,NA,NA,NA,"15222",2014,4,15205,40.436618,-80.07289
"21607",21607,3002060,50,"CLd11 Annual Fund","12/20/2016 0:00","btS",NA,NA,NA,NA,NA,"15222",2003,7,16415,42.035523,-80.23526
"21608",21608,153133,50,"CLd12 Annual Fund","7/31/2013 0:00","clS",NA,NA,NA,NA,NA,"15044-9396",2015,5,15143,40.561091,-80.15554
"21609",21609,153833,10,"CLd15 Annual Fund","3/22/2013 0:00",NA,NA,NA,NA,NA,NA,"15066-4008",2011,8,15682,40.847829,-79.451575
"21610",21610,3205153,150,"CLd99 Annual Fund","2/14/2003 0:00",NA,NA,NA,NA,NA,NA,"16648-5152",2006,2,15473,40.080727,-79.75697
"21611",21611,3613266,250,"CLd14 Annual Fund","9/30/2014 0:00",NA,NA,NA,NA,NA,NA,"15101-4115",2015,11,15767,40.954059,-78.97017
"21612",21612,4066329,25,"CLd14 Wine Tasting & Auction","12/5/2012 0:00",NA,NA,NA,NA,NA,NA,"15241-2416",2016,8,15022,40.136537,-79.91321
"21613",21613,311746,50,"CLd13 Annual Fund","8/14/2014 0:00","bwS",NA,NA,NA,NA,NA,"15668-1050",2016,5,16602,40.50217,-78.39121
"21614",21614,108017,60,"CLd14 Annual Fund","12/30/2016 0:00",NA,NA,NA,NA,NA,NA,"15238-2205",2016,11,15227,40.377869,-79.97516
"21615",21615,417524,25,"CLd14 Annual Fund","4/23/2014 0:00","bwS",NA,NA,NA,NA,NA,"15033-1601",2015,9,15237,40.552768,-80.03227
"21616",21616,143782,50,"CLd17 Annual Fund","7/28/2008 0:00","bwS",NA,NA,NA,NA,NA,"15233-2133",2014,11,15215,40.497701,-79.9157
"21617",21617,625071,25,"CLd14 Annual Fund","9/17/2014 0:00","clS",NA,NA,"ptT",NA,NA,"44512-4354",2011,9,16201,40.809467,-79.49922
"21618",21618,3795435,50,"CLd16 Annual Fund","8/15/2012 0:00",NA,NA,NA,NA,NA,NA,"15202-2219",2014,9,15202,40.502918,-80.0704
"21619",21619,3984156,150,"CLd02 Annual Fund","9/30/2012 0:00","ptS",NA,NA,NA,NA,NA,"15601-9405",2010,7,15143,40.561091,-80.15554
"21620",21620,199599,200,"CLd02 Annual Fund","10/26/2011 0:00",NA,NA,NA,NA,NA,NA,"26003-2610",2013,7,15642,40.325902,-79.71324
"21621",21621,3552028,50,"CLd16 Annual Fund","9/30/2013 0:00","bwS",NA,NA,NA,NA,NA,"15301-7172",2003,11,15235,40.459518,-79.83277
"21622",21622,3076090,25,"CLd17 Wine Tasting & Auction","3/26/2012 0:00","bwS",NA,NA,NA,NA,NA,"15905-9549",2015,9,15668,40.451664,-79.67948
"21623",21623,124377,25,"CLd11 Annual Fund","9/30/2011 0:00",NA,NA,NA,NA,NA,NA,"15221-3225",2013,12,16066,40.700423,-80.11374
"21624",21624,3216880,25,"CLd14 Annual Fund","3/10/2000 0:00","bwS",NA,NA,NA,NA,NA,"44473-9660",2016,11,15317,40.26819,-80.16222
"21625",21625,3417742,100,"CLd08 Annual Fund","12/31/1999 0:00",NA,NA,NA,NA,NA,NA,"15825-4034",2016,9,15220,40.430822,-80.04453
"21626",21626,282371,300,"CLd07 Annual Fund","12/22/2014 0:00","bwS",NA,NA,NA,NA,NA,"15239-1859",2016,9,15370,39.892235,-80.17983
"21627",21627,312239,150,"CLd14 Annual Fund","11/19/2015 0:00","clS",NA,NA,NA,NA,NA,"15425-6222",2015,7,15234,40.369619,-80.01831
"21628",21628,3307424,50,"CLd97 Annual Fund","11/12/1997 0:00",NA,NA,NA,"opT",NA,NA,"16127-1227",2015,11,15057,40.357286,-80.23629
"21629",21629,427462,25,"CLd13 Annual Fund","10/29/2010 0:00","clS","clS",NA,NA,NA,NA,"21223-3623",2016,6,15060,40.368154,-80.2924
"21630",21630,328451,25,"CLd15 Annual Fund","5/6/2016 0:00","clS",NA,NA,NA,NA,NA,"15236-1505",2016,12,15203,40.426211,-79.97826
"21631",21631,3832574,75,"CLd17 Annual Fund","7/12/2013 0:00",NA,NA,NA,NA,NA,NA,"15101-1605",2015,10,15668,40.451664,-79.67948
"21632",21632,270405,200,"CLd05 Annual Fund","3/13/2012 0:00","clS",NA,NA,NA,NA,NA,"15224-1737",2016,7,15208,40.455168,-79.89709
"21633",21633,3036195,25,"CLd14 Annual Fund","4/9/2009 0:00",NA,NA,"poS",NA,NA,NA,"15206-2149",2012,8,15668,40.451664,-79.67948
"21634",21634,3006327,250,"CLd11 Annual Fund","9/30/2014 0:00",NA,"ptT",NA,NA,NA,NA,"15215-1516",2016,3,15417,40.01933,-79.89869
"21635",21635,3118929,50,"CLd16 Annual Fund","2/25/2008 0:00",NA,NA,NA,NA,NA,NA,"15211-1515",2005,9,15217,40.430919,-79.92569
"21636",21636,3101142,25,"CLd12 Annual Fund","7/18/2016 0:00","ptT","ptT",NA,NA,NA,NA,"15241-2069",2016,10,15042,40.682566,-80.23208
"21637",21637,3281896,2500,"CLd08 Annual Fund - Turnbacks","11/5/2014 0:00",NA,NA,NA,NA,NA,NA,"15220-4740",2012,6,15222,40.447036,-79.99313
"21638",21638,3945267,20,"CLd16 Taste for Talent","11/1/2010 0:00","btS",NA,NA,NA,NA,NA,"15613-9648",2009,9,15217,40.430919,-79.92569
"21639",21639,224810,25,"CLd13 Annual Fund - Turnbacks","11/3/2014 0:00","ptT","clS",NA,"ptT",NA,NA,"15632-9060",2013,2,15237,40.552768,-80.03227
"21640",21640,322817,1000,"CLd14 Annual Fund","11/7/2011 0:00",NA,"clS",NA,NA,NA,NA,"15131-1617",1997,11,15001,40.603966,-80.28776
"21641",21641,4067716,50,"CLd16 Annual Fund","11/28/2006 0:00","btS","clS",NA,NA,NA,NA,"15228-1476",2014,3,15003,40.593917,-80.22181
"21642",21642,3027098,25,"CLd05 Annual Fund","11/19/2002 0:00","ptT",NA,NA,NA,NA,NA,"15143-8520",2000,11,15102,40.324535,-80.03864
"21643",21643,629309,250,"CLd03 Annual Fund","11/5/2003 0:00","ptT",NA,NA,NA,NA,NA,"15001-1313",2016,6,33472,26.53,-80.19
"21644",21644,3331111,100,"CLd16 Annual Fund","7/2/2015 0:00","poS",NA,NA,NA,NA,NA,"15642-9632",2008,5,15090,40.617016,-80.05916
"21645",21645,3651161,18,"CLd10 Annual Fund","3/26/2014 0:00","ptS",NA,NA,NA,NA,NA,"15301-7108",2011,8,15243,40.372669,-80.0712
"21646",21646,3616070,25,"CLd06 Annual Fund - Turnbacks","6/27/2016 0:00","clS",NA,NA,NA,NA,NA,"15143-8520",2013,2,15243,40.372669,-80.0712
"21647",21647,109444,15,"CLd10 Annual Fund","2/13/2017 0:00",NA,NA,NA,NA,NA,NA,"15227-2138",2009,9,15212,40.460669,-80.01144
"21648",21648,3899714,50,"CLd15 Wine Tasting & Auction","7/5/2016 0:00","bwS",NA,NA,NA,NA,NA,"15206-2985",2009,10,15220,40.430822,-80.04453
"21649",21649,3469911,25,"CLd10 Annual Fund","9/30/2014 0:00",NA,"clS",NA,NA,NA,NA,"15143-8936",2016,5,16001,40.877664,-79.9113
"21650",21650,624985,25,"CLd06 Annual Fund","4/23/2014 0:00",NA,NA,"ptS",NA,NA,NA,"15238-8173",2004,3,15044,40.631011,-79.95766
"21651",21651,143664,25,"CLd16 Annual Fund","3/15/2016 0:00",NA,NA,NA,NA,NA,NA,"15143-9102",2009,4,15241,40.329619,-80.07364
"21652",21652,115577,100,"CLd15 Annual Fund","2/7/2005 0:00",NA,NA,NA,NA,NA,NA,"15210-3104",2015,4,15102,40.324535,-80.03864
"21653",21653,3321673,25,"CLd16 Cerveris Cabaret Event","2/7/2013 0:00",NA,"clS",NA,NA,NA,NA,"15234-2543",2016,12,15108,40.500665,-80.18464
"21654",21654,3930667,25,"CLd15 Wine Tasting & Auction","8/13/2015 0:00",NA,"clS",NA,NA,NA,NA,"15219-1827",2012,3,16001,40.877664,-79.9113
"21655",21655,325633,25,"CLd13 Annual Fund","8/3/2006 0:00","btS",NA,NA,NA,NA,NA,"15232-1803",2011,6,15005,40.641066,-80.20599
"21656",21656,3868546,100,"CLd16 Annual Fund","8/29/2011 0:00",NA,NA,NA,NA,NA,NA,"16053-9260",2016,12,15146,40.431034,-79.76526
"21657",21657,3027481,25,"CLd14 Annual Fund","6/28/2011 0:00",NA,NA,"btS",NA,NA,NA,"15224-1712",2009,3,15201,40.471468,-79.95726
"21658",21658,3026717,10,"CLd04 Academy Fund","4/1/2016 0:00","clS",NA,NA,NA,NA,NA,"15090-7971",2006,12,15222,40.447036,-79.99313
"21659",21659,3034742,125,"CLd15 Annual Fund","9/19/2014 0:00","ptT",NA,NA,NA,NA,NA,"48823-2256",2008,3,15317,40.26819,-80.16222
"21660",21660,168331,100,"CLd13 Annual Fund","12/16/2015 0:00",NA,NA,NA,NA,NA,NA,"15312-2510",2005,3,15206,40.468968,-79.91863
"21661",21661,4031619,30,"CLd14 Annual Fund","10/25/2002 0:00","clS",NA,NA,NA,NA,NA,"15017-3438",2014,2,15238,40.518701,-79.86744
"21662",21662,66629,105,"CLd08 Annual Fund","7/7/2010 0:00","clS",NA,NA,NA,NA,NA,"15238-1533",2011,6,15202,40.502918,-80.0704
"21663",21663,3249451,25,"CLd07 Annual Fund","10/30/2012 0:00","bwS","clS",NA,NA,NA,NA,"44406-1200",2012,8,15205,40.436618,-80.07289
"21664",21664,642338,5000,"CLd15 Annual Fund","9/24/2013 0:00",NA,NA,NA,NA,NA,NA,"16001-4536",2013,11,15203,40.426211,-79.97826
"21665",21665,3036195,35,"CLd16 Annual Fund","3/21/2016 0:00",NA,NA,NA,NA,NA,NA,"15136-2011",2016,5,15367,40.261394,-80.05254
"21666",21666,3701487,100,"CLd14 Annual Fund","5/13/2016 0:00",NA,NA,NA,NA,NA,NA,"15235-4711",2014,11,16201,40.809467,-79.49922
"21667",21667,3139178,50,"CLd14 Annual Fund","7/20/2005 0:00","clS","btS",NA,NA,NA,NA,"15143-1023",2012,5,2139,NA,NA
"21668",21668,3795435,50,"CLd16 Annual Fund","7/27/1999 0:00","ptT",NA,NA,NA,NA,NA,"15211-1252",2012,5,15205,40.436618,-80.07289
"21669",21669,3351498,20,"CLd13 Annual Fund","7/9/2013 0:00",NA,NA,NA,NA,NA,NA,"15139-1007",2014,8,16037,40.821535,-80.13033
"21670",21670,3227424,25,"CLd13 Annual Fund","6/27/2016 0:00",NA,NA,"btS",NA,NA,NA,"15229-1206",2016,12,43953,40.369467,-80.70251
"21671",21671,3914941,150,"CLd07 Annual Fund","10/25/2001 0:00","clS",NA,NA,NA,NA,NA,"15601-8526",2000,10,15085,40.386968,-79.74467
"21672",21672,635529,100,"CLd13 Annual Fund","11/29/2011 0:00","poS",NA,NA,NA,NA,NA,"15367-1252",2001,11,16066,40.700423,-80.11374
"21673",21673,118941,50,"CLd08 Annual Fund","9/30/2014 0:00","clS","btS",NA,NA,NA,NA,"15135-2114",2004,11,15228,40.372802,-80.0448
"21674",21674,3400605,135,"CLd09 Annual Fund","8/12/2004 0:00",NA,NA,NA,NA,NA,NA,"15205-4212",2014,11,26003,40.071472,-80.6868
"21675",21675,465453,25,"CLd14 Annual Fund","11/4/2013 0:00",NA,NA,NA,"poS",NA,NA,"15090-7395",2014,6,15228,40.372802,-80.0448
"21676",21676,206075,250,"CLd13 Annual Fund","11/3/1995 0:00",NA,"ptT",NA,NA,NA,NA,"15217-3036",2012,12,15015,40.635147,-80.08369
"21677",21677,2251,50,"CLd15 Wine Tasting & Auction","7/22/2003 0:00",NA,NA,NA,NA,NA,NA,"28211-2806",2000,11,15112,40.399436,-79.83794
"21678",21678,154070,17500,"CLd03 Annual Fund","11/12/2015 0:00",NA,NA,NA,NA,NA,NA,"16059-1723",2015,8,15317,40.26819,-80.16222
"21679",21679,3541837,100,"CLd14 Annual Fund","1/30/2017 0:00",NA,NA,"ptT",NA,NA,NA,"15232-2628",2011,2,15142,40.379549,-80.12451
"21680",21680,3527443,250,"CLd16 Annual Fund","6/10/2014 0:00",NA,NA,NA,NA,NA,NA,"33472-2317",2005,7,15137,40.380219,-79.81017
"21681",21681,3025078,50,"CLd08 Annual Fund","7/15/2004 0:00",NA,NA,NA,NA,NA,NA,"15234-1022",2016,6,15143,40.561091,-80.15554
"21682",21682,3466734,50,"CLd08 Annual Fund","12/8/2010 0:00","clS",NA,"ptS",NA,NA,NA,"15042-2677",2006,3,16066,40.700423,-80.11374
"21683",21683,276025,100,"CLd01 Annual Fund","11/28/2012 0:00","btS",NA,NA,NA,NA,NA,"15601-1942",1998,3,15222,40.447036,-79.99313
"21684",21684,3150319,100,"CLd13 Annual Fund","10/30/2012 0:00","clS",NA,NA,NA,NA,NA,"15208-2742",2013,5,15143,40.561091,-80.15554
"21685",21685,3387266,50,"CLd12 Annual Fund","2/19/2016 0:00","clS",NA,NA,NA,NA,NA,"15825-3753",2006,8,15063,40.196694,-79.92642
"21686",21686,3616070,75,"CLd14 Wine Tasting & Auction","1/21/2016 0:00","bwS",NA,NA,NA,NA,NA,"15367-2382",2015,9,15228,40.372802,-80.0448
"21687",21687,3231068,50,"CLd15 Annual Fund","8/12/2005 0:00",NA,NA,NA,NA,NA,NA,"15237-6355",2011,2,16146,41.230106,-80.49896
"21688",21688,84587,250,"CLd02 Annual Fund","2/19/2015 0:00",NA,NA,NA,NA,NA,NA,"15102-2445",1996,9,15101,40.570915,-79.96033
